Song,Artist,Year,Genres,Acousticness,Danceability,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Split
Modern Love - 2018 Remaster,David Bowie,1983,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.00375,0.358,288339,0.938,9.2e-06,0,0.117,-5.577,1,0.0483,182.836,4,test
Let's Dance - 2018 Remaster,David Bowie,1983,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.0125,0.654,457676,0.743,0.0272,10,0.153,-7.44,0,0.0605,114.846,4,test
Changes - 2015 Remaster,David Bowie,1971,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.505,0.559,217747,0.308,0.0,0,0.109,-11.75,1,0.0376,113.633,4,test
Life on Mars? - 2015 Remaster,David Bowie,1971,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.635,0.445,235987,0.384,7.74e-05,10,0.0539,-14.642,1,0.0417,123.295,4,test
Fame - 2016 Remaster,David Bowie,1975,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.454,0.786,261373,0.555,0.0173,10,0.0826,-10.276,1,0.0471,95.1,4,test
Ziggy Stardust - 2012 Remaster,David Bowie,1972,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.0478,0.515,193880,0.554,0.0,7,0.219,-11.616,1,0.0784,80.146,4,test
Golden Years - 2016 Remaster,David Bowie,1976,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.316,0.68,243280,0.701,4.72e-06,6,0.111,-10.36,0,0.036,108.287,4,test
The Man Who Sold the World - 2015 Remaster,David Bowie,1970,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.642,0.474,241347,0.387,0.00557,2,0.143,-14.416,0,0.0305,118.486,4,test
Ashes to Ashes - 2017 Remaster,David Bowie,1980,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.273,0.71,266160,0.743,0.000406,1,0.258,-10.553,1,0.0507,120.277,4,test
Young Americans - 2016 Remaster,David Bowie,1975,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.171,0.614,313707,0.763,0.0,4,0.119,-8.949,0,0.133,84.236,4,test
Suffragette City - 2012 Remaster,David Bowie,1972,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.368,0.455,208413,0.883,0.0,2,0.277,-9.159,1,0.0384,142.638,4,test
Let's Dance - 2002 Remaster,David Bowie,1983,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.00535,0.654,247600,0.641,0.00321,8,0.209,-9.771,1,0.0482,114.696,4,test
Sound and Vision - 2017 Remaster,David Bowie,1977,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.0328,0.667,184382,0.804,0.0544,2,0.0632,-8.583,1,0.0398,105.799,4,test
Five Years - 2012 Remaster,David Bowie,1972,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.142,0.46,283753,0.326,1.01e-05,7,0.0449,-10.699,1,0.0417,152.531,3,test
As The World Falls Down,David Bowie,1986,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.473,0.633,290964,0.642,0.0274,9,0.0792,-8.678,1,0.0234,98.612,4,test
Magic Dance,David Bowie,1986,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.0194,0.735,252657,0.854,0.0,9,0.138,-6.185,1,0.0466,105.945,4,test
Rock 'n' Roll Suicide - 2012 Remaster,David Bowie,1972,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.309,0.457,178266,0.308,1.64e-06,0,0.107,-11.474,1,0.0398,103.11,3,test
China Girl - 2018 Remaster,David Bowie,1983,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.039,0.651,333817,0.699,0.0659,4,0.124,-7.867,0,0.0277,133.793,4,test
Oh! You Pretty Things - 2015 Remaster,David Bowie,1971,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.797,0.557,193987,0.277,0.0,6,0.0984,-9.92,1,0.035,76.328,4,test
The Jean Genie - 2013 Remaster,David Bowie,1973,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.378,0.58,248013,0.571,5.13e-06,9,0.358,-9.116,1,0.0321,128.15,4,test
Get Real - Sounds Right Mix (feat. NATURE),"David Bowie, Brian Eno, NATURE",2024,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.00269,0.479,257273,0.959,0.00188,11,0.223,-3.723,1,0.0641,169.886,4,test
Dancing in the Street - 2002 Remaster,"David Bowie, Mick Jagger",1985,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.117,0.6,204787,0.816,0.0,4,0.126,-13.64,1,0.0431,130.99,4,test
Soul Love - 2012 Remaster,David Bowie,1972,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.0579,0.573,214198,0.404,1.52e-06,2,0.217,-12.142,1,0.0626,72.906,4,test
Queen Bitch - 2015 Remaster,David Bowie,1971,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.0248,0.599,200507,0.637,0.0,0,0.0612,-13.083,1,0.0305,137.171,4,test
Lady Stardust - 2012 Remaster,David Bowie,1972,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.615,0.593,201427,0.368,0.0,9,0.0905,-12.257,1,0.0337,128.8,4,test
Song,Artist,Year,Genres,Acousticness,Danceability,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Split
The Adults Are Talking,The Strokes,2020,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.0113,0.593,309053,0.749,0.106,5,0.314,-5.67,1,0.0475,164.959,4,test
Reptilia,The Strokes,2003,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.000603,0.489,219827,0.649,0.713,9,0.101,-5.11,1,0.0336,158.009,4,test
Someday,The Strokes,2001,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.00425,0.539,183440,0.521,0.0,9,0.367,-7.46,1,0.0299,106.035,4,test
Last Nite,The Strokes,2001,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.0221,0.624,193373,0.899,0.000137,0,0.0975,-5.709,1,0.0296,104.061,4,test
"Call It Fate, Call It Karma",The Strokes,2013,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.983,0.544,204773,0.241,0.774,4,0.101,-14.779,0,0.03,109.437,4,test
You Only Live Once,The Strokes,2006,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.0238,0.63,189227,0.908,0.592,11,0.116,-2.42,1,0.0326,120.522,4,test
Selfless,The Strokes,2020,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.191,0.538,222093,0.679,0.00175,4,0.0889,-4.297,1,0.0333,121.99,4,test
Is This It,The Strokes,2001,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.147,0.667,151333,0.692,3.75e-05,5,0.349,-8.361,1,0.0285,96.022,4,test
12:51,The Strokes,2003,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.312,0.451,153133,0.889,0.8,4,0.558,-3.838,1,0.0379,145.056,4,test
Hard To Explain,The Strokes,2001,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.000455,0.408,224333,0.666,0.862,7,0.0889,-6.286,1,0.0578,82.523,4,test
Ode To The Mets,The Strokes,2020,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.341,0.426,351787,0.617,0.181,1,0.101,-5.423,0,0.0289,92.002,4,test
Under Cover of Darkness,The Strokes,2011,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.00433,0.35,235547,0.775,0.283,11,0.0676,-3.364,1,0.054,199.866,4,test
What Ever Happened?,The Strokes,2003,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",8.02e-05,0.547,169507,0.596,0.739,11,0.273,-6.044,1,0.0339,116.17,4,test
Why Are Sundays So Depressing,The Strokes,2020,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.00258,0.579,275667,0.714,0.0269,0,0.111,-4.455,1,0.0347,109.971,4,test
Machu Picchu,The Strokes,2011,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.0132,0.695,209627,0.817,0.097,1,0.0601,-5.294,1,0.0659,105.014,4,test
Brooklyn Bridge To Chorus,The Strokes,2020,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.00602,0.628,235947,0.571,9.21e-05,0,0.0833,-3.897,1,0.0628,119.899,4,test
Automatic Stop,The Strokes,2003,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.00329,0.675,207133,0.535,0.719,1,0.104,-6.109,1,0.0376,105.921,4,test
Bad Decisions,The Strokes,2020,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.0135,0.374,293360,0.922,0.204,0,0.28,-3.4,1,0.056,153.217,4,test
Heart In a Cage,The Strokes,2006,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",2.73e-06,0.418,206173,0.857,0.805,8,0.368,-5.133,1,0.0404,140.02,4,test
Welcome To Japan,The Strokes,2013,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.00233,0.705,230827,0.666,0.0149,2,0.174,-7.23,0,0.0303,124.032,4,test
Soma,The Strokes,2001,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.0747,0.499,153840,0.706,0.00289,0,0.0753,-7.335,1,0.0302,148.928,4,test
The Modern Age,The Strokes,2001,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.0116,0.528,208067,0.888,0.756,2,0.154,-6.039,1,0.0326,145.971,4,test
Barely Legal,The Strokes,2001,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.00326,0.424,234693,0.884,0.0499,0,0.0903,-6.286,1,0.0365,157.813,4,test
Threat of Joy,The Strokes,2016,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.223,0.59,264725,0.704,0.0825,0,0.103,-7.058,1,0.0284,137.968,4,test
Under Control,The Strokes,2003,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.354,0.406,187307,0.72,0.795,1,0.0541,-4.647,1,0.0291,91.336,4,test
Eternal Summer,The Strokes,2020,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.0141,0.617,375320,0.78,0.0112,7,0.0833,-4.466,0,0.0376,93.951,4,test
At The Door,The Strokes,2020,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.858,0.456,310373,0.323,0.00913,10,0.146,-6.764,1,0.0318,116.903,4,test
Not The Same Anymore,The Strokes,2020,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.384,0.353,337333,0.613,0.0123,9,0.103,-5.9,1,0.031,177.375,4,test
Oblivius,The Strokes,2016,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.0957,0.468,299233,0.888,0.648,8,0.151,-4.463,1,0.0517,102.959,4,test
"Alone, Together",The Strokes,2001,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.00786,0.515,188640,0.863,0.893,7,0.0616,-5.756,1,0.0308,143.017,4,test
Song,Artist,Year,Genres,Acousticness,Danceability,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Split
Ribs,Lorde,2013,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.534,0.511,258969,0.472,0.614,4,0.11,-9.277,1,0.091,127.978,4,test
Royals,Lorde,2013,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.121,0.674,190185,0.428,0.0,7,0.132,-9.504,1,0.122,84.878,4,test
Supercut,Lorde,2017,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.219,0.562,277506,0.437,2.18e-05,0,0.0806,-10.229,1,0.052,124.852,4,test
Team,Lorde,2013,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.167,0.69,193059,0.578,0.0,6,0.305,-7.436,1,0.0929,99.961,4,test
Green Light,Lorde,2017,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.0209,0.594,234653,0.721,8.55e-06,2,0.0879,-7.812,1,0.0957,128.942,4,test
Liability,Lorde,2017,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.92,0.587,171728,0.229,0.0,10,0.1,-11.254,0,0.128,75.67,4,test
Take Me to the River,Lorde,2024,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.51,0.586,264067,0.593,6.62e-06,2,0.0701,-6.557,1,0.042,201.215,4,test
Perfect Places,Lorde,2017,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.00241,0.622,221874,0.58,2.95e-05,1,0.112,-5.273,0,0.0504,104.41,4,test
Buzzcut Season,Lorde,2013,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.606,0.733,246755,0.62,0.305,1,0.117,-10.525,1,0.075,111.039,4,test
"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX","Lorde, Khalid, Post Malone, SZA",2017,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.229,0.781,214255,0.548,0.0,0,0.127,-4.997,0,0.0764,106.996,4,test
Tennis Court,Lorde,2013,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.0126,0.764,198907,0.567,9.51e-05,0,0.257,-8.585,1,0.0609,89.988,4,test
The Love Club,Lorde,2013,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.211,0.799,201434,0.501,0.0123,0,0.118,-7.244,1,0.0465,92.032,4,test
Everybody Wants To Rule The World - From “The Hunger Games: Catching Fire” Soundtrack,Lorde,2013,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.597,0.575,155587,0.571,0.000159,11,0.108,-9.291,0,0.101,110.993,4,test
400 Lux,Lorde,2013,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.0787,0.512,234286,0.474,0.00345,2,0.134,-8.36,1,0.0371,183.991,4,test
Writer In The Dark,Lorde,2017,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.73,0.325,216611,0.271,0.0,7,0.301,-8.069,1,0.0418,71.855,4,test
Solar Power,Lorde,2021,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.237,0.73,192621,0.483,7.99e-05,4,0.31,-8.565,1,0.0879,87.996,4,test
Glory And Gore,Lorde,2013,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.285,0.689,210738,0.377,0.0,1,0.268,-8.761,1,0.0397,143.946,4,test
The Louvre,Lorde,2017,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.239,0.664,271088,0.382,0.00749,0,0.0943,-9.977,1,0.047,123.214,4,test
Tennis Court - Flume Remix,"Lorde, Flume",2014,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.389,0.538,363959,0.576,0.0,9,0.378,-6.57,0,0.093,93.133,4,test
A World Alone,Lorde,2013,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.289,0.561,294222,0.485,0.00164,1,0.194,-8.343,0,0.0362,118.017,4,test
Homemade Dynamite,Lorde,2017,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.287,0.771,189796,0.431,2.75e-06,10,0.0934,-5.423,1,0.0577,107.047,4,test
Hard Feelings/Loveless,Lorde,2017,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.0328,0.487,367391,0.445,0.0104,1,0.0778,-10.959,0,0.113,97.031,4,test
White Teeth Teens,Lorde,2013,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.647,0.654,216600,0.304,7.18e-05,6,0.147,-9.067,0,0.0358,113.992,4,test
Stoned at the Nail Salon,Lorde,2021,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.948,0.473,266432,0.128,5.36e-05,2,0.101,-12.303,1,0.0365,93.95,3,test
Sober,Lorde,2017,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.173,0.796,197236,0.467,0.00411,6,0.126,-10.369,1,0.181,107.901,4,test
Mood Ring,Lorde,2021,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.422,0.683,225863,0.478,1.17e-05,5,0.24,-10.435,1,0.0744,95.011,4,test
Secrets from a Girl (Who's Seen it All),Lorde,2021,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.604,0.669,218659,0.524,1.48e-05,4,0.122,-9.485,1,0.0441,88.012,4,test
Yellow Flicker Beat,Lorde,2014,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.103,0.585,232507,0.61,0.000314,1,0.113,-8.388,1,0.0353,94.969,4,test
Sober II (Melodrama),Lorde,2017,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.166,0.524,178639,0.312,4.79e-06,8,0.073,-11.627,0,0.0444,112.948,4,test
Bravado,Lorde,2013,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.572,0.603,221409,0.529,0.0321,7,0.167,-10.323,1,0.0482,87.967,4,test
Song,Artist,Year,Genres,Acousticness,Danceability,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Split
Locked out of Heaven,Bruno Mars,2012,"['dance pop', 'pop']",0.049,0.726,233478,0.698,0.0,5,0.309,-4.165,1,0.0431,143.994,4,test
Just the Way You Are,Bruno Mars,2010,"['dance pop', 'pop']",0.0134,0.635,220734,0.841,0.0,5,0.0622,-5.379,1,0.0422,109.021,4,test
That's What I Like,Bruno Mars,2016,"['dance pop', 'pop']",0.013,0.853,206693,0.56,0.0,1,0.0944,-4.961,1,0.0406,134.066,4,test
When I Was Your Man,Bruno Mars,2012,"['dance pop', 'pop']",0.932,0.612,213827,0.28,0.0,0,0.088,-8.648,1,0.0434,72.795,4,test
Grenade,Bruno Mars,2010,"['dance pop', 'pop']",0.148,0.704,222091,0.558,0.0,2,0.107,-7.273,0,0.0542,110.444,4,test
Talking to the Moon,Bruno Mars,2010,"['dance pop', 'pop']",0.511,0.498,217867,0.59,0.0,1,0.107,-4.721,0,0.032,145.867,4,test
It Will Rain,Bruno Mars,2011,"['dance pop', 'pop']",0.337,0.576,257720,0.835,0.0,2,0.082,-6.826,1,0.0486,150.017,4,test
Marry You,Bruno Mars,2010,"['dance pop', 'pop']",0.332,0.621,230192,0.82,0.0,10,0.104,-4.865,1,0.0367,144.905,4,test
24K Magic,Bruno Mars,2016,"['dance pop', 'pop']",0.034,0.818,225983,0.803,0.0,1,0.153,-4.282,1,0.0797,106.97,4,test
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",2021,"['dance pop', 'pop']",0.182,0.586,242096,0.616,0.0,5,0.0927,-7.964,1,0.0324,148.088,4,test
Treasure,Bruno Mars,2012,"['dance pop', 'pop']",0.0412,0.874,178560,0.692,7.24e-05,5,0.324,-5.28,0,0.0431,116.017,4,test
Runaway Baby,Bruno Mars,2010,"['dance pop', 'pop']",0.263,0.658,148448,0.762,0.0,10,0.127,-3.028,0,0.0425,163.864,4,test
Count on Me,Bruno Mars,2010,"['dance pop', 'pop']",0.851,0.589,197470,0.389,0.0,0,0.0772,-5.972,1,0.028,89.1,4,test
The Lazy Song,Bruno Mars,2010,"['dance pop', 'pop']",0.3,0.794,189109,0.711,0.0,8,0.0955,-5.124,0,0.0699,174.915,4,test
Finesse - Remix; feat. Cardi B,"Bruno Mars, Cardi B",2017,"['dance pop', 'pop']",0.0185,0.704,217289,0.859,0.0,5,0.0215,-4.877,0,0.0996,105.115,4,test
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",2021,"['dance pop', 'pop']",0.0558,0.627,197443,0.618,0.0,2,0.351,-8.529,1,0.0437,82.03,4,test
Versace on the Floor,Bruno Mars,2016,"['dance pop', 'pop']",0.196,0.578,261240,0.574,0.0,2,0.083,-6.209,1,0.0454,174.152,4,test
Finesse,Bruno Mars,2016,"['dance pop', 'pop']",0.00781,0.741,191000,0.798,0.0,5,0.0232,-5.342,0,0.0718,104.953,4,test
After Last Night (with Thundercat & Bootsy Collins),"Bruno Mars, Anderson .Paak, Silk Sonic, Thundercat, Bootsy Collins",2021,"['dance pop', 'pop']",0.0297,0.651,249444,0.703,0.0,0,0.0608,-8.958,0,0.0816,140.051,4,test
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",2021,"['dance pop', 'pop']",0.182,0.586,242096,0.616,0.0,5,0.0927,-7.964,1,0.0324,148.088,4,test
Skate,"Bruno Mars, Anderson .Paak, Silk Sonic",2021,"['dance pop', 'pop']",0.037,0.708,203123,0.598,0.0,5,0.17,-8.365,1,0.0291,112.027,4,test
Chunky,Bruno Mars,2016,"['dance pop', 'pop']",0.0208,0.571,186973,0.539,0.0,5,0.125,-4.446,0,0.116,202.103,4,test
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",2021,"['dance pop', 'pop']",0.0558,0.627,197443,0.618,0.0,2,0.351,-8.529,1,0.0437,82.03,4,test
Young Girls,Bruno Mars,2012,"['dance pop', 'pop']",0.461,0.561,228720,0.749,1.82e-06,6,0.205,-4.951,0,0.032,125.986,4,test
If I Knew,Bruno Mars,2012,"['dance pop', 'pop']",0.722,0.522,132640,0.413,0.0,3,0.0854,-5.86,1,0.0316,175.972,3,test
Gorilla,Bruno Mars,2012,"['dance pop', 'pop']",0.445,0.717,244493,0.544,5.16e-06,7,0.0973,-6.598,1,0.0371,139.959,4,test
After Last Night (with Thundercat & Bootsy Collins),"Bruno Mars, Anderson .Paak, Silk Sonic, Thundercat, Bootsy Collins",2021,"['dance pop', 'pop']",0.0297,0.651,249444,0.703,0.0,0,0.0608,-8.958,0,0.0816,140.051,4,test
Love's Train,"Bruno Mars, Anderson .Paak, Silk Sonic",2021,"['dance pop', 'pop']",0.0396,0.711,307014,0.605,2.29e-05,6,0.104,-9.801,0,0.031,140.981,4,test
Perm,Bruno Mars,2016,"['dance pop', 'pop']",0.0145,0.853,210053,0.871,6.84e-05,8,0.198,-3.715,1,0.0851,124.021,4,test
Too Good to Say Goodbye,Bruno Mars,2016,"['dance pop', 'pop']",0.0389,0.587,281827,0.63,0.0,2,0.35,-6.054,1,0.0311,76.97,4,test
Song,Artist,Year,Genres,Acousticness,Danceability,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Split
Let's Fall in Love for the Night,FINNEAS,2019,"['alt z', 'la indie', 'pop', 'pov: indie']",0.802,0.737,190348,0.408,0.0,5,0.171,-7.941,1,0.104,127.918,4,test
Break My Heart Again,FINNEAS,2020,"['alt z', 'la indie', 'pop', 'pov: indie']",0.905,0.401,237979,0.151,0.0,4,0.0942,-14.227,0,0.042,144.137,4,test
I Lost a Friend,FINNEAS,2019,"['alt z', 'la indie', 'pop', 'pov: indie']",0.587,0.445,237020,0.206,0.0,11,0.122,-11.922,1,0.215,169.003,4,test
I Don't Miss You at All,FINNEAS,2019,"['alt z', 'la indie', 'pop', 'pov: indie']",0.609,0.839,128916,0.316,0.0004,1,0.103,-7.57,0,0.224,148.094,4,test
What They'll Say About Us,FINNEAS,2021,"['alt z', 'la indie', 'pop', 'pov: indie']",0.88,0.538,181210,0.318,7.28e-05,7,0.116,-13.036,0,0.0417,144.988,4,test
Angel,FINNEAS,2019,"['alt z', 'la indie', 'pop', 'pov: indie']",0.743,0.536,311152,0.245,0.00316,5,0.298,-12.531,1,0.0363,130.167,4,test
Partners in Crime,FINNEAS,2019,"['alt z', 'la indie', 'pop', 'pov: indie']",0.802,0.572,223283,0.421,0.000513,7,0.0966,-12.714,1,0.34,172.674,3,test
Die Alone,FINNEAS,2019,"['alt z', 'la indie', 'pop', 'pov: indie']",0.943,0.435,261471,0.0885,0.000924,0,0.105,-11.831,1,0.0314,103.001,4,test
The Kids Are All Dying,FINNEAS,2021,"['alt z', 'la indie', 'pop', 'pov: indie']",0.61,0.731,167552,0.356,0.0,7,0.152,-8.196,1,0.113,137.661,4,test
A Concert Six Months From Now,FINNEAS,2021,"['alt z', 'la indie', 'pop', 'pov: indie']",0.715,0.536,205287,0.233,0.0,7,0.132,-10.272,1,0.0583,138.756,3,test
Naked,FINNEAS,2022,"['alt z', 'la indie', 'pop', 'pov: indie']",0.101,0.735,167096,0.565,5.36e-05,7,0.162,-4.972,1,0.0561,140.009,4,test
New Girl,FINNEAS,2016,"['alt z', 'la indie', 'pop', 'pov: indie']",0.728,0.689,181200,0.285,9.65e-06,8,0.193,-9.4,0,0.0374,75.001,4,test
Love is Pain,FINNEAS,2021,"['alt z', 'la indie', 'pop', 'pov: indie']",0.927,0.609,224279,0.141,0.000104,9,0.0923,-15.33,1,0.0394,78.233,4,test
"Mona Lisa, Mona Lisa",FINNEAS,2022,"['alt z', 'la indie', 'pop', 'pov: indie']",0.0252,0.742,172112,0.521,0.023,0,0.581,-6.844,1,0.0441,125.032,4,test
Claudia,FINNEAS,2019,"['alt z', 'la indie', 'pop', 'pov: indie']",0.552,0.812,161876,0.447,0.0,11,0.323,-7.629,0,0.0765,125.075,4,test
Duero,Aron Finneas,2023,"['alt z', 'la indie', 'pop', 'pov: indie']",0.994,0.373,195600,0.024,0.919,5,0.111,-30.576,0,0.0458,93.125,4,test
Only A Lifetime,FINNEAS,2021,"['alt z', 'la indie', 'pop', 'pov: indie']",0.95,0.598,256759,0.115,0.0,2,0.106,-13.856,1,0.0461,103.402,4,test
Peaches Etude,FINNEAS,2021,"['alt z', 'la indie', 'pop', 'pov: indie']",0.964,0.199,135518,0.0877,0.932,2,0.106,-18.146,1,0.0643,61.901,3,test
Lost My Mind,FINNEAS,2019,"['alt z', 'la indie', 'pop', 'pov: indie']",0.769,0.663,169766,0.276,8.32e-05,7,0.226,-11.042,0,0.0711,134.674,4,test
